seller_id,total_orders,total_revenue,avg_order_value,late_delivery_rate,avg_review_score,total_product_value,total_freight_value,norm_revenue,norm_orders,norm_review,inv_late_rate,norm_late,seller_health_index,seller_segment,revenue_at_risk,reputation_risk,negative_rate,inv_negative_rate,norm_negative,seller_health_index_v2,sentiment_weighted_risk,late_vs_avg,negative_vs_avg,risk_level
7c67e1448b00f6e969d365cea6b010ab,1454,510915.44,351.39,0.0928,3.4,198334.27,54323.68,0.9999999999999999,0.6869976359338061,0.6,0.9072,0.9072,0.8115797635933806,2,47412.952831999995,0.14848,0.584873949579832,0.41512605042016804,0.41512605042016804,0.7421548554741044,27730.600984094115,0.009767037037037046,0.2711315798515408,LOW
1f50f920176fa81dab994f9023523100,2011,291526.94,144.97,0.0985,3.99,111594.61,37308.56,0.5705844479769454,0.9503546099290779,0.7475,0.9015,0.9015,0.794002350588297,2,28715.40359,0.09948499999999999,0.39691289966923926,0.6030871003307607,0.6030871003307607,0.7190709459485974,11397.514104079382,0.015467037037037057,0.08317052994094809,LOW
da8622b14eb17ae2831f4ac5b9dab84a,1656,276093.09,166.72,0.0694,4.08,170885.17,26707.23,0.5403753202533363,0.7825059101654845,0.77,0.9306,0.9306,0.7895656550672157,2,19160.860446000002,0.063848,0.3747841105354059,0.625215889464594,0.625215889464594,0.6981216604937425,7181.186039347152,-0.013632962962962944,0.06104174080711472,LOW
4a3ca9315b744ce9f8e9374361493884,2116,300724.29,142.12,0.1059,3.82,212145.07,36963.26,0.5885866911546836,0.9999999999999999,0.705,0.8941,0.8941,0.7868573382309367,2,31846.702310999997,0.124962,0.39909297052154197,0.600907029478458,0.600907029478458,0.7218724132420966,12709.795026612244,0.022867037037037047,0.0853506007932508,LOW
1025f0e2d44d7041d6cf58b6550e0bfa,1468,310186.7,211.3,0.0906,3.88,142882.55,34829.67,0.6071077440522534,0.6936170212765957,0.72,0.9094,0.9094,0.7705432509381103,2,28102.91502,0.101472,0.5147826086956522,0.4852173913043478,0.4852173913043478,0.6636283546680349,14466.891905947827,0.007567037037037053,0.201040238967361,LOW
6560211a19b47992c3666cc44a7e94c0,2093,176467.46,84.31,0.0621,3.95,126278.81,28791.16,0.34537514976994915,0.9891252955082742,0.7375,0.9379,0.9379,0.7643975595048172,2,10958.629266,0.06520499999999999,0.3903868698710434,0.6096131301289567,0.6096131301289567,0.6620889652830173,4278.10497723095,-0.020932962962962945,0.0766445001427522,LOW
955fee9216a65b617aa5c0531780ce60,1503,232228.24,154.51,0.0812,4.09,134070.01,25209.5,0.4545173615309854,0.7101654846335697,0.7725,0.9188000000000001,0.9188000000000001,0.7611900207695541,2,18856.933087999998,0.07389200000000001,0.3843283582089552,0.6156716417910448,0.6156716417910448,0.6583343595125399,7247.254134567163,-0.001832962962962953,0.07058598848066405,LOW
cc419e0650a3c5ba77189a1882b7556a,1832,139936.0,76.38,0.0611,4.13,107332.86,26431.64,0.273871050593793,0.8657210401891252,0.7825,0.9389,0.9389,0.7516563141376711,2,8550.0896,0.05315700000000001,0.3631123919308357,0.6368876080691643,0.6368876080691643,0.6367319928203395,3104.6434858789626,-0.021932962962962946,0.04937002220254455,LOW
53243585a1d6dc2643021fd1853d8905,427,279843.42,655.37,0.0375,4.12,239791.94,14030.68,0.5477159512673531,0.20141843971631204,0.78,0.9625,0.9625,0.7486850342251018,2,10494.12825,0.032999999999999995,0.35795454545454547,0.6420454545454546,0.6420454545454546,0.6233116422467436,3756.4209076704547,-0.04553296296296295,0.0442121757262543,LOW
7a67c85e85bb2ce8582c35f2203ad736,1229,167205.0,136.05,0.057,4.26,148662.95,21854.42,0.3272454648776624,0.5806146572104018,0.815,0.943,0.943,0.7452105586965726,2,9530.685,0.042180000000000016,0.24070021881838075,0.7592997811816192,0.7592997811816192,0.6415757942811828,2294.037964989059,-0.026032962962962945,-0.07304215090991042,LOW
